AÑO,PERSONA,TIPO DE SERVICIO,NOMBRE DE LA TAREA,MODALIDAD,COMPLEJIDAD
2021,ID_1817,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1818,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1819,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1820,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1821,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1822,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1823,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1824,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1825,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1826,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1357,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1179,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1827,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1828,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1829,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1830,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1831,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1832,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_326,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1833,SERV_1,TAREA_1.1,VIRTUAL,BAJA
2021,ID_1834,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_486,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1154,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_910,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1835,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_792,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1836,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1837,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_632,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1838,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_873,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1839,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1840,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_747,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_47,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1841,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_865,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1842,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_336,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_890,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_425,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_970,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1298,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_390,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_948,SERV_1,TAREA_1.2,VIRTUAL,BAJA
2021,ID_1843,SERV_6,TAREA_6.1,PRESENCIAL,MEDIANA
2021,ID_1843,SERV_7,TAREA_7.1,PRESENCIAL,MEDIANA
2021,ID_329,SERV_7,TAREA_7.1,PRESENCIAL,MEDIANA
2021,ID_329,SERV_7,TAREA_7.1,PRESENCIAL,MEDIANA
2021,ID_1844,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1845,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1846,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1847,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1848,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1849,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1850,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1851,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1852,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1853,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1844,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1854,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1855,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1850,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1848,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1856,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1847,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1857,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1846,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1858,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1849,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1845,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1851,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1859,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1853,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1852,SERV_2,TAREA_2.2,PRESENCIAL,BAJA
2021,ID_1844,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1856,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1858,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1845,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1859,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1852,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1860,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1861,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1862,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1863,SERV_4,TAREA_4.1,PRESENCIAL,MEDIANA
2021,ID_1844,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1854,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1855,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1850,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1848,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1856,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1847,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1857,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1846,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1858,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1849,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1845,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1851,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1859,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1853,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1852,SERV_1,TAREA_1.1,PRESENCIAL,BAJA
2021,ID_1207,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1864,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1865,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1866,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1867,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1868,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1869,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1870,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1871,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1872,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1835,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1873,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1874,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1875,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_836,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1876,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1463,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1877,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1878,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1879,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1880,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1881,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1882,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1883,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1884,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1885,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1886,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1887,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1888,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1889,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1890,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_723,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1891,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_967,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1466,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1892,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1893,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1894,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1895,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1471,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1896,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1897,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1898,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1899,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_76,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1900,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_948,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_330,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1901,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1902,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1903,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1904,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1905,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_339,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1906,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1907,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1908,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1909,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1910,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1911,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1912,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1913,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1914,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1915,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1916,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1917,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1918,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1919,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1920,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1921,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1922,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_41,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1923,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1924,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1925,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_10,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1926,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1927,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1928,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1929,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1930,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1931,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1932,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1933,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1934,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1935,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1936,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1168,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1937,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1938,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1489,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1939,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1940,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1941,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1942,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1943,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1944,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1945,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1946,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1947,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_31,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1948,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1949,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1950,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_161,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1951,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1952,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1953,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1954,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1955,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_406,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1617,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1956,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1957,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1958,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1959,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1960,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1961,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1962,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1963,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1964,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1965,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1966,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1967,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1968,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1969,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1970,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1971,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1972,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1973,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1974,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1975,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1976,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1977,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1978,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1979,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1980,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1981,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1982,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1983,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1984,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1985,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1986,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1379,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1987,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1031,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1841,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1988,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_792,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1989,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1135,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1314,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_528,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_338,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_754,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1990,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1991,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_982,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_336,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1992,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1993,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1994,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1995,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1133,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1173,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1996,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1997,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1487,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1998,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1999,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2000,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2001,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2002,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2003,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1442,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2004,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1378,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2005,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_503,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2006,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2007,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2008,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2009,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2010,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2011,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1842,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2012,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2013,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2014,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1275,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1147,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2015,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1288,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2016,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1424,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2017,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2018,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2019,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2020,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2021,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2022,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2023,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_252,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2024,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2025,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2026,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2027,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_898,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2028,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2029,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2030,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2031,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_794,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2032,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2033,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2034,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2035,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2036,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2037,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2038,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2039,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2040,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2041,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2042,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2043,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2044,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2045,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2046,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2047,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2048,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2049,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2050,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2051,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2052,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2053,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2054,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2055,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2056,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2057,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2058,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2059,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2060,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2061,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2062,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1739,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2063,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2064,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_735,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2065,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2066,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2067,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2068,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1483,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2069,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2070,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2071,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2072,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1808,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2073,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_972,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2074,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2075,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2076,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_1066,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2077,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2078,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2079,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2080,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2081,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2082,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2083,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2084,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2085,SERV_2,TAREA_2.2,VIRTUAL,BAJA
2021,ID_2086,SERV_2,TAREA_2.2,VIRTUAL,BAJA
